Subfolder,Deal,NorthHand,EastHand,SouthHand,WestHand,label
Bidpractice/Set12,13,S:AJ H:KQJ84 D:A5 C:J542,S:QT974 H: D:KJ72 C:AT73,S:K53 H:T953 D:9864 C:KQ,S:862 H:A762 D:QT3 C:986,auction_calm
Bidpractice/Set12,14,S:985 H:J74 D:KQT3 C:AK5,S:7632 H:8 D:AJ852 C:T73,S:AJT H:AQT3 D:94 C:QJ64,S:KQ4 H:K9652 D:76 C:982,auction_calm
Bidpractice/Set12,15,S:Q75 H:JT76 D:A8 C:KQJ3,S:T9 H:A D:QJT96 C:T9862,S:K8432 H:KQ83 D:73 C:A5,S:AJ6 H:9542 D:K542 C:74,auction_calm
Bidpractice/Set12,16,S:KJ97 H:87 D:AKJ62 C:T2,S:A65 H:T943 D:84 C:KQ73,S:QT83 H:AK65 D:T C:A984,S:42 H:QJ2 D:Q9753 C:J65,auction_calm
Bidpractice/Set12,17,S:A64 H:AK972 D:7 C:K865,S:QJT H:T8 D:AQJ965 C:94,S:97 H:Q653 D:T83 C:AJ72,S:K8532 H:J4 D:K42 C:QT3,auction_calm
Bidpractice/Set12,18,S:Q6 H:KJ85 D:A9854 C:K8,S:A82 H:732 D:Q62 C:T976,S:KJT5 H:T96 D:K7 C:AQJ3,S:9743 H:AQ4 D:JT3 C:542,auction_calm
Bidpractice/Set12,19,S:Q54 H:76 D:AK98 C:A874,S:J9 H:A432 D:Q752 C:QT3,S:AKT63 H:KQ985 D:63 C:5,S:872 H:JT D:JT4 C:KJ962,auction_calm
Bidpractice/Set12,20,S:K76 H:KJ873 D:A94 C:92,S:T9 H:Q642 D:T7 C:AKJT8,S:Q85 H:A5 D:KQJ62 C:643,S:AJ432 H:T9 D:853 C:Q75,auction_calm
Bidpractice/Set12,21,S:84 H:AK943 D:AJ96 C:75,S:K72 H:7 D:QT872 C:Q863,S:AQJ63 H:QJ5 D:K4 C:T92,S:T95 H:T862 D:53 C:AKJ4,auction_calm
Bidpractice/Set12,22,S:Q93 H:7642 D:KT82 C:Q5,S:4 H:AT8 D:A976 C:T9874,S:AKJ86 H:J53 D:3 C:AK63,S:T752 H:KQ9 D:QJ54 C:J2,auction_calm
Bidpractice/Set12,23,S:K95 H:KJ2 D:A963 C:Q64,S:QT3 H:T87 D:T8 C:AK972,S:AJ862 H:Q93 D:K74 C:85,S:74 H:A654 D:QJ52 C:JT3,auction_calm
Bidpractice/Set12,24,S:KT7 H:AK652 D:J98 C:Q5,S:Q86 H:QJ97 D:A52 C:874,S:A95 H:T4 D:KQ74 C:KJ63,S:J432 H:83 D:T63 C:AT92,auction_calm
Bidpractice/Set2,1,S:A5 H:KQT97 D:KQ6 C:QJ4,S:QT92 H:853 D:AT53 C:K9,S:K763 H:J42 D:974 C:865,S:J84 H:A6 D:J82 C:AT732,auction_calm
Bidpractice/Set2,2,S:K82 H:K543 D:86 C:9832,S:T H:Q72 D:AQJ932 C:T64,S:QJ964 H:A9 D:K74 C:KQJ,S:A753 H:JT86 D:T5 C:A75,auction_calm
Bidpractice/Set2,3,S:Q75 H:KJ74 D:J942 C:J8,S:T83 H:QT6 D:KT85 C:A32,S:AJ9642 H:83 D:A6 C:Q54,S:K H:A952 D:Q73 C:KT976,auction_calm
Bidpractice/Set2,4,S:J65 H:KT75 D:A8 C:9862,S:QT98 H:A D:T954 C:KT43,S:AK H:QJ8642 D:KQ3 C:75,S:7432 H:93 D:J762 C:AQJ,auction_calm
Bidpractice/Set2,5,S:T92 H:AK542 D:85 C:AKQ,S:KQJ3 H: D:T7632 C:JT62,S:764 H:Q763 D:AJ4 C:985,S:A85 H:JT98 D:KQ9 C:743,auction_calm
Bidpractice/Set2,6,S:KJ874 H:K72 D:A95 C:AQ,S:QT52 H:A4 D:KQT7 C:T54,S:A63 H:9853 D:8643 C:92,S:9 H:QJT6 D:J2 C:KJ8763,auction_calm
Bidpractice/Set2,7,S:KQJ54 H:A7 D:KQ5 C:J86,S:A82 H:JT8 D:JT8 C:QT43,S:T963 H:KQ4 D:9642 C:A7,S:7 H:96532 D:A73 C:K952,auction_calm
Bidpractice/Set2,8,S:872 H:Q964 D:K62 C:AQ3,S:AQ5 H:3 D:JT98 C:JT964,S:KJ6 H:KJ852 D:A74 C:85,S:T943 H:AT7 D:Q53 C:K72,auction_calm
Bidpractice/Set2,9,S:QJ H:J854 D:A983 C:QJ7,S:AK9 H:3 D:QJT74 C:8632,S:863 H:AKQ72 D:K6 C:T95,S:T7542 H:T96 D:52 C:AK4,auction_calm
Bidpractice/Set2,10,S:J962 H:KQ75 D:83 C:T74,S:4 H:T986 D:AKJT6 C:J98,S:KQT73 H:A42 D:975 C:A6,S:A85 H:J3 D:Q42 C:KQ532,auction_calm
Bidpractice/Set2,11,S:AQ753 H:KQ D:A876 C:94,S:8 H:T9763 D:QJ C:KJT53,S:K642 H:J85 D:K32 C:A62,S:JT9 H:A42 D:T954 C:Q87,auction_calm
Bidpractice/Set2,12,S:AKQ7 H:743 D:852 C:Q95,S:9 H:T82 D:QT973 C:AT87,S:JT864 H:A6 D:AK6 C:KJ3,S:532 H:KQJ95 D:J4 C:642,auction_calm
Bidpractice/Set2,13,S:K5 H:QJT83 D:KQJ C:962,S:QT73 H:74 D:982 C:QJ74,S:A64 H:K952 D:7653 C:AK,S:J982 H:A6 D:AT4 C:T853,auction_calm
Bidpractice/Set2,14,S:KQ92 H:QJ D:Q764 C:J84,S:53 H:96 D:T9852 C:AQ75,S:AJT874 H:AK5 D:AK3 C:9,S:6 H:T87432 D:J C:KT632,auction_calm
Bidpractice/Set2,15,S:A7652 H:76 D:A83 C:AJ4,S: H:QJT8 D:KT742 C:Q972,S:JT943 H:A53 D:9 C:K863,S:KQ8 H:K942 D:QJ65 C:T5,auction_calm
Bidpractice/Set2,16,S:94 H:AK52 D:KJ3 C:K962,S:Q6532 H:Q D:QT85 C:Q54,S:A87 H:T9863 D:A62 C:A8,S:KJT H:J74 D:974 C:JT73,auction_calm
Bidpractice/Set2,17,S:K9 H:AKJ65 D:AT5 C:A76,S:J753 H:97 D:Q86 C:J954,S:Q82 H:Q843 D:K74 C:KQ2,S:AT64 H:T2 D:J932 C:T83,auction_calm
Bidpractice/Set2,18,S:AJ653 H:JT9 D:AQ54 C:6,S:K H:A52 D:KJ9732 C:T74,S:Q98742 H:KQ3 D:86 C:95,S:T H:8764 D:T C:AKQJ832,auction_calm
Bidpractice/Set2,19,S:AQ9753 H:Q7 D:AK3 C:K2,S:K6 H:J986 D:Q9754 C:A5,S:JT82 H:K52 D:86 C:Q763,S:4 H:AT43 D:JT2 C:JT984,auction_calm
Bidpractice/Set2,20,S:J8 H:KQ54 D:9753 C:T64,S:KQT932 H:6 D:864 C:Q97,S:A74 H:AJ872 D:KQJ C:A3,S:65 H:T93 D:AT2 C:KJ852,auction_calm
Bidpractice/Set2,21,S:A H:KQ98742 D:KQ C:K42,S:KQ9542 H:A D:T5 C:T963,S:J863 H:63 D:J843 C:875,S:T7 H:JT5 D:A9762 C:AQJ,auction_calm
Bidpractice/Set2,22,S:J842 H:976 D:QJ C:AK72,S:7 H:J84 D:AT942 C:QJT6,S:KQT65 H:KQ2 D:K87 C:83,S:A93 H:AT53 D:653 C:954,auction_calm
Bidpractice/Set2,23,S:KJ872 H:A98 D:KQJ C:65,S:6 H:Q54 D:T9743 C:AJT9,S:T953 H:KJ2 D:A5 C:K742,S:AQ4 H:T763 D:862 C:Q83,auction_calm
Bidpractice/Set2,24,S:A6 H:AQ87642 D:A3 C:42,S:KT82 H: D:8742 C:AK763,S:543 H:K53 D:T65 C:QJ85,S:QJ97 H:JT9 D:KQJ9 C:T9,auction_calm
Bidpractice/Set3,1,S:J6 H:KQT832 D:A7 C:AK3,S:8752 H:7 D:KQT5 C:QJ82,S:KQ3 H:J964 D:862 C:965,S:AT94 H:A5 D:J943 C:T74,auction_calm
Bidpractice/Set3,2,S:T97 H:A96 D:KQ73 C:K84,S:J652 H:QJ52 D:A2 C:T93,S:AQ4 H:KT8 D:JT95 C:AJ6,S:K83 H:743 D:864 C:Q752,auction_calm
Bidpractice/Set3,3,S:QJ64 H:A95 D:82 C:AK63,S:8 H:87432 D:AKJ C:JT74,S:KT73 H:K6 D:T754 C:852,S:A952 H:QJT D:Q963 C:Q9,auction_calm
Bidpractice/Set3,4,S:75 H:T984 D:K94 C:K852,S:T92 H:6 D:QT86 C:AQT73,S:QJ6 H:AKQ72 D:A53 C:64,S:AK843 H:J53 D:J72 C:J9,auction_calm
Bidpractice/Set3,5,S:A832 H:KT9 D:AJ7 C:KQ6,S:KQ65 H:863 D:964 C:A87,S:T94 H:QJ4 D:KQ52 C:J95,S:J7 H:A752 D:T83 C:T432,auction_calm
Bidpractice/Set3,6,S:KJ84 H:AK72 D:65 C:K93,S:753 H:QT96 D:KT9 C:QT4,S:AQT6 H:54 D:A874 C:A82,S:92 H:J83 D:QJ32 C:J765,auction_calm
Bidpractice/Set3,7,S:KQT84 H:A7 D:KQ5 C:QT6,S:7 H:JT852 D:J4 C:A9842,S:A963 H:Q64 D:A962 C:J7,S:J52 H:K93 D:T873 C:K53,auction_calm
Bidpractice/Set3,8,S:87 H:T64 D:KQT96 C:T73,S:JT42 H:KQ82 D:753 C:J4,S:AK6 H:AJ9 D:AJ2 C:A852,S:Q953 H:753 D:84 C:KQ96,auction_calm
Bidpractice/Set3,9,S:J63 H:AKQ82 D:K6 C:T95,S:K87 H:T53 D:AT942 C:Q4,S:T95 H:J4 D:QJ83 C:KJ72,S:AQ42 H:976 D:75 C:A863,auction_calm
Bidpractice/Set3,10,S:J962 H:KQ75 D:83 C:T74,S:A54 H:JT9 D:AQ42 C:J52,S:KQT73 H:A42 D:975 C:A6,S:8 H:863 D:KJT6 C:KQ983,auction_calm
Bidpractice/Set3,11,S:A83 H:A7 D:KJ964 C:QJ5,S:Q92 H:T853 D:832 C:973,S:KJ4 H:KQ92 D:AQ5 C:KT8,S:T765 H:J64 D:T7 C:A642,auction_calm
Bidpractice/Set3,12,S:K4 H:QT6 D:8532 C:Q985,S:A82 H:KJ5432 D:74 C:T3,S:QJT96 H:A7 D:AQ6 C:AK7,S:753 H:98 D:KJT9 C:J642,auction_calm
Bidpractice/Set3,13,S:QJT83 H:AJ4 D:AT C:962,S:72 H:9832 D:9864 C:AK4,S:AK964 H:KQ5 D:KQJ7 C:3,S:5 H:T76 D:532 C:QJT875,auction_calm
Bidpractice/Set3,14,S:A74 H:Q5 D:K764 C:7653,S:KQT83 H:J93 D:J9 C:Q84,S:62 H:AK8762 D:AT3 C:A9,S:J95 H:T4 D:Q852 C:KJT2,auction_calm
Bidpractice/Set3,15,S:KQ74 H:83 D:762 C:AKQ2,S:A952 H:J2 D:AQ4 C:T953,S:JT83 H:AQ74 D:J53 C:76,S:6 H:KT965 D:KT98 C:J84,auction_calm
Bidpractice/Set3,16,S:A94 H:A7 D:K83 C:KJ962,S:T832 H:T9 D:QJ972 C:75,S:KQ7 H:KQJ3 D:AT6 C:QT8,S:J65 H:86542 D:54 C:A43,auction_calm
Bidpractice/Set3,17,S:K973 H:842 D:AK5 C:J76,S:JT5 H:KT76 D:QJ3 C:T43,S:AQ862 H:J53 D:74 C:KQ2,S:4 H:AQ9 D:T9862 C:A985,auction_calm
Bidpractice/Set3,18,S:73 H:Q8642 D:A86 C:K95,S:AKQJ964 H: D:32 C:T842,S:T82 H:AK753 D:KQ5 C:Q6,S:5 H:JT9 D:JT974 C:AJ73,auction_calm
Bidpractice/Set3,19,S:QJ75 H:A D:AKQ3 C:KT62,S:2 H:K9654 D:J75 C:A984,S:KT83 H:J72 D:986 C:QJ3,S:A964 H:QT83 D:T42 C:75,auction_calm
Bidpractice/Set3,20,S:T963 H:754 D:Q7 C:AK64,S:A H:J98 D:T954 C:QJT52,S:KQJ74 H:KQ2 D:AJ6 C:93,S:852 H:AT63 D:K832 C:87,auction_calm
Bidpractice/Set3,21,S:KJ3 H:KQ5 D:AQJ C:KJ42,S:A754 H:9742 D:7 C:9863,S:QT8 H:AJ6 D:KT93 C:QT5,S:962 H:T83 D:86542 C:A7,auction_calm
Bidpractice/Set3,22,S:JT4 H:AJ6 D:K53 C:T872,S:KQ32 H:9743 D:42 C:A65,S:965 H:KQ2 D:A87 C:KQJ3,S:A87 H:T85 D:QJT96 C:94,auction_calm
Bidpractice/Set3,23,S:QT82 H:AK D:764 C:AKQ5,S:K3 H:Q985 D:QT32 C:JT6,S:J975 H:642 D:AKJ C:742,S:A64 H:JT73 D:985 C:983,auction_calm
Bidpractice/Set3,24,S:543 H:A72 D:KT65 C:985,S:AT862 H:JT D:87 C:JT76,S:KQJ H:KQ8 D:QJ93 C:AK2,S:97 H:96543 D:A42 C:Q43,auction_calm
Bidpractice/Set4,1,S:KQ7 H:AT4 D:K9 C:QJT85,S:J63 H:J2 D:T732 C:A743,S:AT92 H:Q973 D:AQ4 C:96,S:854 H:K865 D:J865 C:K2,auction_calm
Bidpractice/Set4,2,S:KJ8754 H:86 D:KQ3 C:72,S:A96 H:T52 D:9864 C:Q54,S:QT H:KQ93 D:A52 C:AT86,S:32 H:AJ74 D:JT7 C:KJ93,auction_calm
Bidpractice/Set4,3,S:K75 H:Q93 D:K75 C:AKJ3,S:QT H:8 D:AJT43 C:T9652,S:643 H:AKJ765 D:82 C:Q7,S:AJ982 H:T42 D:Q96 C:84,auction_calm
Bidpractice/Set4,4,S:73 H:KQ86 D:K42 C:JT95,S:J984 H:J5 D:T63 C:AQ63,S:AK65 H:AT4 D:QJ97 C:K8,S:QT2 H:9732 D:A85 C:742,auction_calm
Bidpractice/Set4,5,S:KJ4 H:QT D:KQJ6 C:A973,S:T876 H:K652 D:A43 C:T5,S:A9 H:AJ983 D:752 C:J86,S:Q532 H:74 D:T98 C:KQ42,auction_calm
Bidpractice/Set4,6,S:Q87632 H:85 D:954 C:53,S:T94 H:KQ92 D:KJT C:J87,S:KJ5 H:A76 D:A83 C:KQ94,S:A H:JT43 D:Q762 C:AT62,auction_calm
Bidpractice/Set4,7,S:Q63 H:QT92 D:A76 C:AK3,S:JT84 H:K D:QT98 C:Q965,S:AK72 H:AJ86 D:53 C:T84,S:95 H:7543 D:KJ42 C:J72,auction_calm
Bidpractice/Set4,8,S:K974 H:K862 D:73 C:865,S:T5 H:T54 D:A8 C:KT7432,S:AQ82 H:AQ3 D:KT62 C:AQ,S:J63 H:J97 D:QJ954 C:J9,auction_calm
Bidpractice/Set4,9,S:AJT H:K9 D:A872 C:AT96,S:2 H:Q2 D:JT954 C:KQJ82,S:Q9874 H:AJT83 D:Q6 C:5,S:K653 H:7654 D:K3 C:743,auction_calm
Bidpractice/Set4,10,S:KQ542 H:87 D:A8 C:Q764,S:J873 H:A43 D:976 C:JT9,S:A96 H:KQ62 D:K532 C:K8,S:T H:JT95 D:QJT4 C:A532,auction_calm
Bidpractice/Set4,11,S:K86 H:A93 D:KQ8 C:AKJ2,S:AJT53 H:8 D:75 C:Q8763,S:74 H:KQJ7542 D:A92 C:9,S:Q92 H:T6 D:JT643 C:T54,auction_calm
Bidpractice/Set4,12,S:K985 H:Q7 D:K87 C:J965,S:QJT4 H:A9862 D:QT2 C:4,S:A6 H:KJ53 D:A654 C:KT7,S:732 H:T4 D:J93 C:AQ832,auction_calm
Bidpractice/Set4,13,S:A75 H:QJ6 D:AK52 C:QT9,S:JT32 H:T42 D:7 C:AJ875,S:K9864 H:AK53 D:J8 C:64,S:Q H:987 D:QT9643 C:K32,auction_calm
Bidpractice/Set4,14,S:Q865 H:K764 D:A32 C:54,S:T2 H:T85 D:KQT96 C:A93,S:AK73 H:QJ2 D:J5 C:KQJ6,S:J94 H:A93 D:874 C:T872,auction_calm
Bidpractice/Set4,15,S:KQ H:AQ75 D:KT9 C:QJ84,S:2 H:JT863 D:8432 C:AK6,S:JT8765 H:9 D:AQ5 C:T72,S:A943 H:K42 D:J76 C:953,auction_calm
Bidpractice/Set4,16,S:Q742 H:QJT75 D:K6 C:83,S:AT8 H:2 D:JT9854 C:K95,S:KJ5 H:AK6 D:AQ2 C:T762,S:963 H:9843 D:73 C:AQJ4,auction_calm
Bidpractice/Set4,17,S:Q742 H:QJT75 D:K7 C:83,S:T9 H:A83 D:JT43 C:K654,S:AKJ5 H:K6 D:AQ62 C:T72,S:863 H:942 D:985 C:AQJ9,auction_calm
Bidpractice/Set4,18,S:Q742 H:QJT75 D:K7 C:83,S:T963 H:A98 D:985 C:Q94,S:AK5 H:K6 D:AQ62 C:JT72,S:J8 H:432 D:JT43 C:AK65,auction_calm
Bidpractice/Set4,19,S:KJ H:AK6 D:J953 C:KJ96,S:92 H:J82 D:AQ86 C:7532,S:QT8654 H:Q753 D:7 C:AQ,S:A73 H:T94 D:KT42 C:T84,auction_calm
Bidpractice/Set4,20,S:KQ3 H:QT9843 D:K5 C:A5,S:J9652 H: D:QJ3 C:96432,S:A7 H:KJ65 D:A84 C:KQT8,S:T84 H:A72 D:T9762 C:J7,auction_calm
Bidpractice/Set4,21,S:Q965 H:AQ93 D:KQ8 C:A6,S:A84 H:T42 D:JT62 C:Q53,S:KJT3 H:K5 D:A93 C:8742,S:72 H:J876 D:754 C:KJT9,auction_calm
Bidpractice/Set4,22,S:J974 H:Q862 D:T876 C:4,S:832 H:J5 D:K94 C:AK865,S:AT6 H:AK74 D:AQ53 C:T9,S:KQ5 H:T93 D:J2 C:QJ732,auction_calm
Bidpractice/Set4,23,S:AQ62 H:KJ8 D:A62 C:K87,S:T854 H:T64 D:97 C:A652,S:KJ73 H:Q95 D:KT4 C:Q93,S:9 H:A732 D:QJ853 C:JT4,auction_calm
Bidpractice/Set4,24,S:QT864 H:Q73 D:A6 C:T84,S:A953 H:T92 D:JT4 C:Q62,S:KJ7 H:KJ54 D:KQ73 C:A5,S:2 H:A86 D:9852 C:KJ973,auction_calm
Bidpractice/Set5,1,S:AK9873 H:82 D:986 C:J4,S:54 H:AT3 D:JT53 C:A862,S:QJ2 H:K975 D:KQ2 C:Q53,S:T6 H:QJ64 D:A74 C:KT97,auction_calm
Bidpractice/Set5,2,S:AK9873 H:82 D:986 C:J4,S:65 H:Q643 D:K543 C:T86,S:QJ2 H:AK75 D:A72 C:A53,S:T4 H:JT9 D:QJT C:KQ972,auction_calm
Bidpractice/Set5,3,S:AK9873 H:82 D:986 C:J4,S:T5 H:K64 D:KJ43 C:A962,S:QJ62 H:75 D:A72 C:Q753,S:4 H:AQJT93 D:QT5 C:KT8,auction_calm
Bidpractice/Set5,4,S:KQ76 H:A62 D:53 C:AQ83,S:A85 H:KJT97 D:T7 C:J52,S:43 H:85 D:KQJ9862 C:97,S:JT92 H:Q43 D:A4 C:KT64,auction_calm
Bidpractice/Set5,5,S:87 H:KQJ9732 D:5 C:864,S:Q2 H:84 D:QT7 C:KQJ532,S:AJT643 H:A D:AK64 C:97,S:K95 H:T65 D:J9832 C:AT,auction_calm
Bidpractice/Set5,6,S:K4 H:KJ5 D:942 C:KQJ72,S:T83 H:A93 D:A653 C:T85,S:AQJ9765 H:QT2 D:7 C:63,S:2 H:8764 D:KQJT8 C:A94,auction_calm
Bidpractice/Set5,7,S:764 H:AK9743 D:72 C:Q5,S:AJ832 H:62 D:T9 C:T986,S:KQ H:QJ D:AKQ65 C:KJ42,S:T95 H:T85 D:J843 C:A73,auction_calm
Bidpractice/Set5,8,S:AQ5 H:4 D:KQ94 C:KJ742,S:T764 H:T3 D:A32 C:AQT3,S:J83 H:KQJ762 D:85 C:85,S:K92 H:A985 D:JT76 C:96,auction_calm
Bidpractice/Set5,9,S:K84 H:AQT642 D:4 C:965,S:972 H:KJ85 D:KJ73 C:T4,S:AQJT65 H:7 D:A95 C:KJ3,S:3 H:93 D:QT862 C:AQ872,auction_calm
Bidpractice/Set5,10,S:AK75 H:K63 D:KQJ54 C:A,S:QT83 H:T D:A9 C:QT9632,S:6 H:AQJ8754 D:632 C:84,S:J942 H:92 D:T87 C:KJ75,auction_calm
Bidpractice/Set5,11,S:J3 H:76 D:97 C:KQ98752,S:98642 H:A843 D:A52 C:4,S:AQT H:KQJ D:QJT3 C:AJT,S:K75 H:T952 D:K864 C:63,auction_calm
Bidpractice/Set5,12,S:AQ63 H:Q82 D:AKQ C:KQJ,S:K9852 H:4 D:J63 C:AT87,S:J4 H:KJT963 D:875 C:42,S:T7 H:A75 D:T942 C:9653,auction_calm
Bidpractice/Set5,13,S:KQ9862 H:864 D:94 C:K6,S:A75 H:QT72 D:J6 C:QJ92,S:JT3 H:AK53 D:AQ732 C:4,S:4 H:J9 D:KT85 C:AT8753,auction_calm
Bidpractice/Set5,14,S:A64 H:Q42 D:AJ4 C:AK65,S:KT9852 H:97 D:9 C:QJ72,S:73 H:K53 D:KQT872 C:94,S:QJ H:AJT86 D:653 C:T83,auction_calm
Bidpractice/Set5,15,S:975 H:76 D:AKQ962 C:83,S:AJ2 H:T942 D:85 C:Q972,S:KQ8 H:AK8 D:J43 C:AT65,S:T643 H:QJ53 D:T7 C:KJ4,auction_calm
Bidpractice/Set5,16,S:T92 H:A8743 D:3 C:AK92,S:4 H:QT95 D:KQT8 C:QT84,S:KQJ8753 H:2 D:754 C:J5,S:A6 H:KJ6 D:AJ962 C:763,auction_calm
Bidpractice/Set5,17,S:AK8762 H:83 D:83 C:K65,S:54 H:AKQ42 D:JT74 C:87,S:Q9 H:J75 D:A96 C:AQJ42,S:JT3 H:T96 D:KQ52 C:T93,auction_calm
Bidpractice/Set5,18,S:QJ83 H:T6 D:KJ4 C:KQJ4,S:K9742 H:K D:A82 C:7632,S:65 H:AQJ8753 D:975 C:5,S:AT H:942 D:QT63 C:AT98,auction_calm
Bidpractice/Set5,19,S:54 H:863 D:AKQ974 C:85,S:T87632 H:J42 D:T C:Q73,S:KQJ H:AK7 D:J63 C:AK42,S:A9 H:QT95 D:852 C:JT96,auction_calm
Bidpractice/Set5,20,S:KJ6 H:AQJ42 D:964 C:A5,S:T83 H:85 D:KJ3 C:Q9864,S:AQ9752 H:K3 D:852 C:73,S:4 H:T976 D:AQT7 C:KJT2,auction_calm
Bidpractice/Set5,21,S:AQ9864 H:53 D:873 C:72,S:752 H:K D:Q2 C:KJT9843,S:KJ3 H:AQJ42 D:964 C:A5,S:T H:T9876 D:AKJT5 C:Q6,auction_calm
Bidpractice/Set5,22,S:A63 H:AKQJ742 D:A8 C:4,S:T942 H:T65 D:Q642 C:A2,S:5 H:8 D:9753 C:KQJ9863,S:KQJ87 H:93 D:KJT C:T75,auction_calm
Bidpractice/Set5,23,S:QJT742 H:KQ72 D:52 C:9,S:A865 H:T4 D:93 C:AK752,S:K3 H:AJ963 D:AQ7 C:864,S:9 H:85 D:KJT864 C:QJT3,auction_calm
Bidpractice/Set5,24,S:AQ3 H:AJT D:K754 C:QT4,S:T9754 H:Q98 D:Q C:A532,S:62 H:742 D:AJT832 C:K7,S:KJ8 H:K653 D:96 C:J986,auction_calm
Bidpractice/Set6,1,S:AK9 H:AK2 D:A83 C:AJ74,S:QJT43 H:983 D:KT7 C:82,S:872 H:754 D:J642 C:953,S:65 H:QJT6 D:Q95 C:KQT6,auction_calm
Bidpractice/Set6,2,S:K73 H:Q82 D:T986 C:542,S:Q64 H:J63 D:753 C:A987,S:A82 H:AK75 D:KQJ C:KQT,S:JT95 H:T94 D:A42 C:J63,auction_calm
Bidpractice/Set6,3,S:K3 H:KQJ2 D:AQ98 C:AK4,S:A986 H:T983 D:65 C:J82,S:QJT72 H:A5 D:742 C:653,S:54 H:764 D:KJT3 C:QT97,auction_calm
Bidpractice/Set6,4,S:A3 H:T982 D:986 C:8764,S:JT864 H: D:QT54 C:KQJ9,S:KQ2 H:AKQ75 D:A72 C:AT,S:975 H:J643 D:KJ3 C:532,auction_calm
Bidpractice/Set6,5,S:AJ87 H:AK D:A86 C:AKQJ,S:T93 H:QJT4 D:KJT97 C:7,S:Q62 H:9753 D:Q52 C:953,S:K54 H:862 D:43 C:T8642,auction_calm
Bidpractice/Set6,6,S:642 H:754 D:J72 C:8653,S:QJT9 H:J3 D:KQ953 C:Q4,S:A73 H:AKQ862 D:86 C:AK,S:K85 H:T9 D:AT4 C:JT972,auction_calm
Bidpractice/Set6,7,S:AK63 H:AK82 D:KQJ C:KQ,S:J98 H:43 D:T863 C:A642,S:42 H:QJ975 D:A52 C:753,S:QT75 H:T6 D:974 C:JT98,auction_calm
Bidpractice/Set6,8,S:AJ983 H:K72 D:6 C:A874,S:7 H:83 D:JT9543 C:T632,S:KQT2 H:AQJT5 D:AK2 C:K,S:654 H:964 D:Q87 C:QJ95,auction_calm
Bidpractice/Set6,9,S:KQ86 H:AKJ2 D:AKQ C:86,S: H:64 D:JT543 C:AJT742,S:AJT72 H:987 D:82 C:Q53,S:9543 H:QT53 D:976 C:K9,auction_calm
Bidpractice/Set6,10,S:K63 H:Q85 D:K764 C:953,S:752 H:JT6 D:QJT9 C:Q62,S:AQ9 H:AK2 D:A83 C:AJ74,S:JT84 H:9743 D:52 C:KT8,auction_calm
Bidpractice/Set6,11,S:AK9 H:AJ82 D:A6 C:AK93,S:654 H:K64 D:QT98 C:JT6,S:QJ72 H:QT75 D:72 C:854,S:T83 H:93 D:KJ543 C:Q72,auction_calm
Bidpractice/Set6,12,S:Q63 H:Q85 D:K764 C:KJ3,S:JT82 H:T3 D:Q52 C:T865,S:AK9 H:AK2 D:A83 C:AQ74,S:754 H:J9764 D:JT9 C:92,auction_calm
Bidpractice/Set6,13,S:AKQ86 H:AKT82 D:A C:86,S:T95 H:Q4 D:KJ985 C:A42,S:72 H:9753 D:Q742 C:Q93,S:J43 H:J6 D:T63 C:KJT75,auction_calm
Bidpractice/Set6,14,S:K73 H:982 D:AQJ86 C:J2,S:JT96 H:T64 D:T43 C:743,S:AQ2 H:AKQ5 D:K75 C:KQT,S:854 H:J73 D:92 C:A9865,auction_calm
Bidpractice/Set6,15,S:K6 H:AKQJ2 D:KQJ C:KQJ,S:J84 H:T4 D:AT74 C:T974,S:AT972 H:975 D:852 C:A3,S:Q53 H:863 D:963 C:8652,auction_calm
Bidpractice/Set6,16,S:J42 H:8752 D:J72 C:K63,S:765 H:QT4 D:KQ5 C:T985,S:AKQT3 H:AK6 D:86 C:AQ4,S:98 H:J93 D:AT943 C:J72,auction_calm
Bidpractice/Set6,17,S:AQ H:KQJ2 D:AQ98 C:AK4,S:T54 H:T963 D:K5 C:J872,S:KJ72 H:A75 D:J42 C:653,S:9863 H:84 D:T763 C:QT9,auction_calm
Bidpractice/Set6,18,S:7 H:KQJ832 D:986 C:874,S:A943 H:64 D:J543 C:Q65,S:KQJ82 H:A5 D:AK2 C:AK2,S:T65 H:T97 D:QT7 C:JT93,auction_calm
Bidpractice/Set6,19,S:KQ87 H:AKQ2 D:AKJ6 C:6,S:3 H:J764 D:9853 C:AT97,S:AJT5 H:85 D:Q72 C:KQ53,S:9642 H:T93 D:T4 C:J842,auction_calm
Bidpractice/Set6,20,S:2 H:QJ52 D:9872 C:T763,S:T875 H:3 D:KQJ3 C:KJ52,S:AKQ63 H:AKT96 D:T6 C:A,S:J94 H:874 D:A54 C:Q984,auction_calm
Bidpractice/Set6,21,S:QT85 H:AK6 D:AK8 C:KQJ,S:76 H:T93 D:J543 C:A982,S:KJ2 H:Q75 D:QT72 C:753,S:A943 H:J842 D:96 C:T64,auction_calm
Bidpractice/Set6,22,S:K987 H:QJ82 D:986 C:74,S:653 H:4 D:T42 C:KJ9853,S:AQJ2 H:AK5 D:KQ73 C:A6,S:T4 H:T9763 D:AJ5 C:QT2,auction_calm
Bidpractice/Set6,23,S:A8 H:KQ4 D:AKQJ86 C:K4,S:QJ43 H:T863 D:4 C:QT98,S:K72 H:A975 D:T72 C:A53,S:T965 H:J2 D:953 C:J762,auction_calm
