Lesson,Board,Seat,Fingerprint,Card,Who,Quality,FetchedAt
Negative,6,E,f36c78a629ee1ad1,H3,Simulation (make/set DD),0.7643,2026-08-31T02:31:13Z
Negative,7,W,668b48e2931f5532,D5,Simulation (make/set DD),0.6091,2026-08-31T02:31:15Z
Negative,8,E,034e5f74185815cc,D7,Simulation (make/set DD),0.7721,2026-08-31T02:31:21Z
Negative,9,E,0994682fce46f6e6,C3,Simulation (make/set DD),0.7299,2026-08-31T02:31:26Z
Negative,10,E,869e92634b0bf5b7,SK,Simulation (make/set DD),0.7971,2026-08-31T02:31:31Z
Negative,11,W,7a6d1bc6f0489b23,CJ,Simulation (make/set DD),0.765,2026-08-31T02:31:36Z
Negative,12,E,4f1f91706eb541af,HQ,Simulation (make/set DD),0.7377,2026-08-31T02:31:41Z
Negative,13,W,906eb2c58e5717a3,CK,Simulation (make/set DD),0.7289,2026-08-31T02:31:45Z
Negative,14,E,744b48d738e80fb9,HJ,Simulation (make/set DD),0.5263,2026-08-31T02:31:48Z
Negative,15,W,572dbe18fe71f89e,DK,Simulation (make/set DD),0.6882,2026-08-31T02:31:50Z
Negative,16,E,75787811a6639276,SQ,Simulation (make/set DD),0.8653,2026-08-31T02:31:59Z
Negative,17,N,b5b3bde93643e8cb,SK,Simulation (make/set DD),0.4736,2026-08-31T02:32:00Z
Negative,18,E,44c602b95b532684,D5,Simulation (make/set DD),0.799,2026-08-31T02:32:10Z
Negative,19,E,d536d88251a16c8f,H7,Simulation (make/set DD),0.8424,2026-08-31T02:32:13Z
Negative,20,S,ea7dd3bc73c40a27,DA,Simulation (make/set DD),0.8652,2026-08-31T02:32:23Z
Notrump,1,W,c827ba6a2a37cbe4,SQ,NN - bad quality samples,-1,2026-08-31T02:32:24Z
Notrump,2,W,1a660d192c7111f0,SK,Simulation (make/set DD),0.5583,2026-08-31T02:32:26Z
Notrump,3,W,c943769b3518072d,D3,NN - bad quality samples,-1,2026-08-31T02:32:27Z
Notrump,4,W,20a234a66d5a4353,H2,NN - bad quality samples,-1,2026-08-31T02:32:28Z
Notrump,5,W,912e5e311a3be9df,S9,NN - bad quality samples,-1,2026-08-31T02:32:30Z
Notrump,6,W,247c8a482a8fcf92,S9,NN - bad quality samples,-1,2026-08-31T02:32:31Z
Notrump,7,E,a8c24ff2aebdc37d,H8,NN - bad quality samples,-1,2026-08-31T02:32:32Z
Notrump,8,W,ab6f88119fea0a1d,CQ,Simulation (make/set DD),0.7663,2026-08-31T02:32:36Z
Notrump,9,E,587ba4309fcbc63b,S4,Simulation (make/set DD),0.3445,2026-08-31T02:32:39Z
Notrump,10,W,0ad9a3b05634c492,S7,Simulation (make/set DD),0.8452,2026-08-31T02:32:41Z
Notrump,11,E,23977bc0d4baac97,D5,Simulation (make/set DD),0.3239,2026-08-31T02:32:43Z
Notrump,12,E,09e76448e212d070,D5,Simulation (make/set DD),0.5684,2026-08-31T02:32:46Z
Notrump,13,E,1ef5465ed602236a,S3,Simulation (make/set DD),0.596,2026-08-31T02:32:49Z
Notrump,14,E,74b738834684bfad,S4,Simulation (make/set DD),0.9225,2026-08-31T02:32:57Z
Notrump,15,E,719d8fc7b4acd1fa,H5,Simulation (make/set DD),0.5206,2026-08-31T02:32:59Z
Notrump,16,E,871f81839df6148c,S6,Simulation (make/set DD),0.8399,2026-08-31T02:33:04Z
Notrump,17,E,a7c18d9a020e9146,D5,Simulation (make/set DD),0.8389,2026-08-31T02:33:10Z
Notrump,18,E,c301150ca4530450,H5,NN - bad quality samples,-1,2026-08-31T02:33:11Z
Notrump,19,E,269840408524ce42,C7,NN - bad quality samples,-1,2026-08-31T02:33:12Z
Notrump,20,W,6174d70ad0b94ee0,CK,Simulation (make/set DD),0.57,2026-08-31T02:33:13Z
Notrump,21,W,ef448d8c4b86a032,HQ,NN - bad quality samples,-1,2026-08-31T02:33:14Z
Notrump,22,W,9eee839d146376ff,S6,NN - bad quality samples,-1,2026-08-31T02:33:16Z
Notrump,23,W,f811d658347e2bb5,SK,Simulation (make/set DD),0.5287,2026-08-31T02:33:17Z
Notrump,24,E,a56275b318001edc,S3,Simulation (make/set DD),0.832,2026-08-31T02:33:24Z
Notrump,25,E,b7ffa0677fe91fbe,CT,NN - bad quality samples,-1,2026-08-31T02:33:26Z
OLead,6,W,9b1486318a5264a2,S3,Simulation (make/set DD),0.848,2026-08-31T02:33:39Z
Ogust,1,W,ab889c4e9348f16d,H2,Simulation (make/set DD),0.7175,2026-08-31T02:33:41Z
Ogust,2,E,c07278c675b0d4a8,CJ,Simulation (make/set DD),0.7374,2026-08-31T02:33:45Z
Ogust,3,W,9d3d9b6f008e7e6b,DK,Simulation (make/set DD),0.6856,2026-08-31T02:33:48Z
Ogust,4,E,88d4afc6da3e9be9,C7,Simulation (make/set DD),0.7338,2026-08-31T02:33:51Z
Ogust,5,W,675d461a438f66a5,D7,Simulation (make/set DD),0.7339,2026-08-31T02:33:53Z
Ogust,6,W,82195f3d1c4b8b3e,HK,Simulation (make/set DD),0.7716,2026-08-31T02:33:57Z
Ogust,7,E,21e7171fd4ab2460,D7,Simulation (make/set DD),0.729,2026-08-31T02:34:07Z
Ogust,8,E,78584248d747719e,CQ,Simulation (make/set DD),0.7308,2026-08-31T02:34:10Z
Ogust,9,W,6807450e34b0b6bd,SQ,Simulation (make/set DD),0.734,2026-08-31T02:34:16Z
Ogust,10,E,b692bb6eea438477,HK,NN - bad quality samples,-1,2026-08-31T02:34:18Z
Overcalls,1,S,c4b26fbef2c244a7,C5,Simulation (make/set DD),0.8348,2026-08-31T02:34:25Z
Overcalls,2,E,99f39078da68fc49,DT,Simulation (make/set DD),0.8025,2026-08-31T02:34:32Z
Overcalls,3,W,74da421ecef57bbf,CJ,Simulation (make/set DD),0.7893,2026-08-31T02:34:34Z
Overcalls,4,E,2978973e49061f77,DJ,Simulation (make/set DD),0.5913,2026-08-31T02:34:37Z
Overcalls,5,W,0e44f6d816d41d7b,CK,Simulation (make/set DD),0.801,2026-08-31T02:34:45Z
Overcalls,6,E,a656c8efe36b876f,ST,Simulation (make/set DD),0.5741,2026-08-31T02:34:47Z
Overcalls,7,W,b940785a4658a6b8,H6,Simulation (make/set DD),0.8025,2026-08-31T02:34:51Z
Overcalls,8,E,f41573959f09c28b,HJ,Simulation (make/set DD),0.8059,2026-08-31T02:34:55Z
Overcalls,9,W,52b2a37f853a8000,C3,Simulation (make/set DD),0.7285,2026-08-31T02:34:57Z
Overcalls,10,W,ae3b9b8e1cb84eab,DK,Simulation (make/set DD),0.6864,2026-08-31T02:35:01Z
Overcalls,11,W,6cbe6e5ea11378f0,S7,Simulation (make/set DD),0.7496,2026-08-31T02:35:05Z
Overcalls,12,E,027d647a7fe53402,DQ,Simulation (make/set DD),0.7806,2026-08-31T02:35:11Z
Overcalls,13,W,ce67a1b20b4c6b94,H5,Simulation (make/set DD),0.8261,2026-08-31T02:35:22Z
Overcalls,14,W,02f125f759f8a7a0,DK,Simulation (make/set DD),0.7342,2026-08-31T02:35:26Z
Overcalls,15,E,d3ea225bef87e9ab,DJ,Simulation (make/set DD),0.7831,2026-08-31T02:35:29Z
Overcalls,16,E,4820f8a37f4141a2,S6,Simulation (make/set DD),0.8129,2026-08-31T02:35:32Z
Overcalls,17,W,50575744f88b8d64,ST,Simulation (make/set DD),0.5966,2026-08-31T02:35:34Z
Overcalls,18,W,beb1e273da97c648,CK,Simulation (make/set DD),0.6954,2026-08-31T02:35:36Z
Overcalls,19,E,9c61ea037dbc21f6,C5,Simulation (make/set DD),0.6728,2026-08-31T02:35:38Z
Overcalls,20,E,b93c5c8e1fbd159d,HJ,Simulation (make/set DD),0.7331,2026-08-31T02:35:43Z
Partnership-AdvancedForcing,1,W,9b0decf87abd3731,DJ,Simulation (make/set DD),0.8136,2026-08-31T02:35:47Z
Partnership-AdvancedForcing,2,W,1b7841f610c481b0,D4,Simulation (make/set DD),0.7585,2026-08-31T02:35:51Z
Partnership-AdvancedForcing,3,E,95e71775f7396203,D7,Simulation (make/set DD),0.8135,2026-08-31T02:35:57Z
Partnership-AdvancedForcing,4,W,ac8d19da583fb54b,HJ,Simulation (make/set DD),0.6453,2026-08-31T02:36:00Z
Partnership-AdvancedForcing,5,E,94ddf861eae69bdf,HJ,Simulation (make/set DD),0.7675,2026-08-31T02:36:04Z
Partnership-AdvancedForcing,6,W,11acf385f5d5ea72,D6,Simulation (make/set DD),0.9224,2026-08-31T02:36:11Z
Partnership-AdvancedForcing,7,W,2b7c8988f92320d4,S3,Simulation (make/set DD),0.8051,2026-08-31T02:36:18Z
Partnership-AdvancedForcing,8,W,89f5956d0166f871,SJ,Simulation (make/set DD),0.8723,2026-08-31T02:36:28Z
Partnership-AdvancedForcing,9,W,22156da86af49ba0,DK,Simulation (make/set DD),0.755,2026-08-31T02:36:32Z
Partnership-AdvancedForcing,10,E,93829510f0a0007c,CK,Simulation (make/set DD),0.8286,2026-08-31T02:36:42Z
Partnership-AdvancedForcing,11,E,99dab147d8e92b01,C3,Simulation (make/set DD),0.8883,2026-08-31T02:36:47Z
Partnership-AdvancedForcing,12,W,c628e4dc65f764ff,H5,Simulation (make/set DD),0.6771,2026-08-31T02:36:53Z
Partnership-AdvancedForcing,13,E,b11b22b4fabaa86f,CT,Simulation (make/set DD),0.774,2026-08-31T02:36:57Z
Partnership-AdvancedForcing,14,W,d80e92c84c1027cd,S2,Simulation (make/set DD),0.313,2026-08-31T02:36:59Z
Partnership-AdvancedForcing,15,E,1e21fcd57d38066b,D4,Simulation (make/set DD),0.8702,2026-08-31T02:37:03Z
Partnership-AdvancedForcing,16,E,46e18575182623eb,HQ,Simulation (make/set DD),0.8148,2026-08-31T02:37:06Z
Partnership-AdvancedForcing,17,E,9e3bb471db90f67c,SK,Simulation (make/set DD),0.7745,2026-08-31T02:37:11Z
Partnership-AdvancedForcing,18,E,cd30fd9404f41dd3,C6,Simulation (make/set DD),0.8393,2026-08-31T02:37:15Z
Partnership-AdvancedForcing,19,W,b6eed05e36f08ae9,H2,Simulation (make/set DD),0.6829,2026-08-31T02:37:16Z
Partnership-AdvancedForcing,20,W,f011a6de9d920cbe,CK,Simulation (make/set DD),0.5883,2026-08-31T02:37:19Z
Partnership-AdvancedForcing,21,E,a22c1a8d61c0d483,CK,Simulation (make/set DD),0.844,2026-08-31T02:37:23Z
Partnership-AdvancedForcing,22,W,660c644f28e108ff,S2,Simulation (make/set DD),0.7775,2026-08-31T02:37:28Z
Partnership-AdvancedForcing,23,W,755dabb693333a62,DJ,Simulation (make/set DD),0.7834,2026-08-31T02:37:32Z
Partnership-AdvancedForcing,24,W,00c693107b117b13,S3,Simulation (make/set DD),0.6876,2026-08-31T02:37:37Z
Partnership-BasicBidding,1,E,d12d21d4a60b9ad8,DK,Simulation (make/set DD),0.7711,2026-08-31T02:37:39Z
Partnership-BasicBidding,2,W,7430ba4516ccd07b,H3,Simulation (make/set DD),0.849,2026-08-31T02:37:49Z
Partnership-BasicBidding,3,W,726aca08a6dd8cea,H4,Simulation (make/set DD),0.9033,2026-08-31T02:37:55Z
Partnership-BasicBidding,4,W,92bdaa4ea503b2fc,C7,Simulation (make/set DD),0.7366,2026-08-31T02:38:01Z
Partnership-BasicBidding,5,E,eaa4c12d4c4c8645,D9,Simulation (make/set DD),0.6546,2026-08-31T02:38:02Z
Partnership-BasicBidding,6,W,8cae04c76141e9ed,S2,Simulation (make/set DD),0.8312,2026-08-31T02:38:12Z
Partnership-BasicBidding,7,E,46814a7ab2ee64bc,C5,Simulation (make/set DD),0.7162,2026-08-31T02:38:15Z
Partnership-BasicBidding,8,W,057f1034a93889e2,HK,Simulation (make/set DD),0.8681,2026-08-31T02:38:18Z
Partnership-BasicBidding,9,W,ee97a28b4998e64e,S7,NN - bad quality samples,-1,2026-08-31T02:38:19Z
Partnership-BasicBidding,10,W,5eb9c7338617d805,H8,Simulation (make/set DD),0.8994,2026-08-31T02:38:25Z
Partnership-BasicBidding,11,E,17d6635a199ad5b3,ST,NN - bad quality samples,-1,2026-08-31T02:38:26Z
Partnership-BasicBidding,12,E,b39967c2a2dc608b,H4,Simulation (make/set DD),0.8321,2026-08-31T02:38:35Z
Partnership-BasicBidding,13,E,3b5bb5ac726bb617,CK,NN - bad quality samples,-1,2026-08-31T02:38:36Z
Partnership-BasicBidding,14,W,ac35a2b59c889ba9,D2,Simulation (make/set DD),0.8495,2026-08-31T02:38:39Z
Partnership-BasicBidding,15,E,cc82fd8ac525cb4b,S9,Simulation (make/set DD),0.8508,2026-08-31T02:38:49Z
Partnership-BasicBidding,16,W,aecca095f62dcca1,DQ,NN - bad quality samples,-1,2026-08-31T02:38:51Z
Partnership-BasicBidding,17,W,cb5e615617110971,HK,Simulation (make/set DD),0.6631,2026-08-31T02:38:53Z
Partnership-BasicBidding,18,W,af2f573c4aff1759,SK,Simulation (make/set DD),0.7806,2026-08-31T02:38:57Z
Partnership-BasicBidding,19,W,dd1503714318043f,HK,Simulation (make/set DD),0.8205,2026-08-31T02:38:59Z
Partnership-BasicBidding,20,W,7d3612ef5166f3c5,CJ,Simulation (make/set DD),0.6016,2026-08-31T02:39:01Z
Partnership-BasicBidding,21,E,1185c9e1f18b8526,H8,Simulation (make/set DD),0.6418,2026-08-31T02:39:02Z
Partnership-BasicBidding,22,W,67943f629028549d,H4,NN - bad quality samples,-1,2026-08-31T02:39:04Z
Partnership-BasicBidding,23,W,eafba72360d79cc4,SK,Simulation (make/set DD),0.7852,2026-08-31T02:39:10Z
Partnership-BasicBidding,24,W,5a949359620e68a9,H4,Simulation (make/set DD),0.867,2026-08-31T02:39:16Z
Partnership-BasicMajor,1,E,d8cde4a6ae8df2ee,D3,Simulation (make/set DD),0.804,2026-08-31T02:39:19Z
Partnership-BasicMajor,2,W,e5efc574f38691f2,CA,Simulation (make/set DD),0.7291,2026-08-31T02:39:21Z
Partnership-BasicMajor,3,W,ea1e3c00e34b17d9,H9,Simulation (make/set DD),0.8829,2026-08-31T02:39:28Z
Partnership-BasicMajor,4,W,e2a2187e09bdf39b,CA,Simulation (make/set DD),0.79,2026-08-31T02:39:30Z
Partnership-BasicMajor,5,E,76aa87a98159fe1b,S3,Simulation (make/set DD),0.6866,2026-08-31T02:39:32Z
Partnership-BasicMajor,6,E,ae608852e5209b33,DJ,Simulation (make/set DD),0.8641,2026-08-31T02:39:36Z
Partnership-BasicMajor,7,E,e2b2b5b9fe0c36b5,CK,Simulation (make/set DD),0.6989,2026-08-31T02:39:38Z
Partnership-BasicMajor,8,W,5fbfbcab67951205,D8,Simulation (make/set DD),0.7866,2026-08-31T02:39:42Z
Partnership-BasicMajor,9,W,98e7268f47e50434,DQ,Simulation (make/set DD),0.7191,2026-08-31T02:39:44Z
Partnership-BasicMajor,10,W,377aae2945e8b869,S4,Simulation (make/set DD),0.8694,2026-08-31T02:39:54Z
Partnership-BasicMajor,11,E,774d5a350d69103a,CJ,Simulation (make/set DD),0.7722,2026-08-31T02:39:58Z
Partnership-BasicMajor,12,W,5738247889040158,DQ,Simulation (make/set DD),0.7467,2026-08-31T02:40:00Z
Partnership-BasicMajor,13,E,e129281b8e0f002f,S7,Simulation (make/set DD),0.7974,2026-08-31T02:40:04Z
Partnership-BasicMajor,14,W,bbe10b262d441904,CK,NN - bad quality samples,-1,2026-08-31T02:40:05Z
Partnership-BasicMajor,15,E,37952a3379230daa,HT,Simulation (make/set DD),0.7866,2026-08-31T02:40:10Z
Partnership-BasicMajor,16,W,c595dac4f85fed53,D7,Simulation (make/set DD),0.7594,2026-08-31T02:40:20Z
Partnership-BasicMajor,17,E,584d7858ca71ac28,DQ,Simulation (make/set DD),0.7469,2026-08-31T02:40:22Z
Partnership-BasicMajor,18,E,fac41dfdcf1581c5,CK,Simulation (make/set DD),0.7953,2026-08-31T02:40:25Z
Partnership-BasicMajor,19,E,9963afe2c5d28a5e,H4,Simulation (make/set DD),0.7836,2026-08-31T02:40:26Z
Partnership-BasicMajor,20,W,7904a48165f93e9e,CK,Simulation (make/set DD),0.784,2026-08-31T02:40:29Z
Partnership-BasicMajor,21,E,0608f713f9ccdf19,SK,Simulation (make/set DD),0.8148,2026-08-31T02:40:34Z
Partnership-BasicMajor,22,W,d8eb114845db4ca8,C5,Simulation (make/set DD),0.758,2026-08-31T02:40:38Z
Partnership-BasicMajor,23,E,776d8b290f36a95d,DT,Simulation (make/set DD),0.7764,2026-08-31T02:40:41Z
Partnership-BasicMajor,24,E,ed6f696f1084b06f,HT,Simulation (make/set DD),0.7604,2026-08-31T02:40:46Z
Partnership-BasicNotrump,1,E,342da865e70363df,H3,Simulation (make/set DD),0.9179,2026-08-31T02:41:00Z
Partnership-BasicNotrump,2,W,94910746989291b1,S3,Simulation (make/set DD),0.8414,2026-08-31T02:41:04Z
Partnership-BasicNotrump,3,E,489454766666a84f,HQ,Simulation (make/set DD),0.8765,2026-08-31T02:41:11Z
Partnership-BasicNotrump,4,W,11fc951137f84353,CQ,Simulation (make/set DD),0.905,2026-08-31T02:41:16Z
Partnership-BasicNotrump,5,E,bed802b0c457e2d1,D6,NN - bad quality samples,-1,2026-08-31T02:41:17Z
Partnership-BasicNotrump,6,W,9dbb2d3ea79a9789,S2,Simulation (make/set DD),0.6218,2026-08-31T02:41:18Z
Partnership-BasicNotrump,7,E,448d84712a7002db,H4,NN - bad quality samples,-1,2026-08-31T02:41:20Z
Partnership-BasicNotrump,8,W,68ec48ca61e8c631,DT,Simulation (make/set DD),0.8735,2026-08-31T02:41:25Z
Partnership-BasicNotrump,9,E,0c492196004f62f3,H4,Simulation (make/set DD),0.7952,2026-08-31T02:41:27Z
Partnership-BasicNotrump,10,W,97c68f255d741fac,HQ,Simulation (make/set DD),0.8604,2026-08-31T02:41:31Z
Partnership-BasicNotrump,11,E,b21c02bd49b13629,H8,NN - bad quality samples,-1,2026-08-31T02:41:32Z
Partnership-BasicNotrump,12,W,ab1620d43663723b,HJ,NN - bad quality samples,-1,2026-08-31T02:41:33Z
Partnership-BasicNotrump,13,E,000dc40d16e0c735,H2,NN - bad quality samples,-1,2026-08-31T02:41:35Z
Partnership-BasicNotrump,14,W,69d15cef435cbba4,C5,NN - bad quality samples,-1,2026-08-31T02:41:36Z
Partnership-BasicNotrump,15,E,56fe4f7cef8851cb,SK,Simulation (make/set DD),0.9043,2026-08-31T02:41:40Z
Partnership-BasicNotrump,16,W,0b2c0b6c17f80c2d,SQ,NN - bad quality samples,-1,2026-08-31T02:41:41Z
Partnership-BasicNotrump,17,E,8afece078ef5d151,C3,Simulation (make/set DD),0.8733,2026-08-31T02:41:45Z
Partnership-BasicNotrump,18,E,87e57992d7303561,S5,NN - bad quality samples,-1,2026-08-31T02:41:46Z
Partnership-BasicNotrump,19,E,d840d4fd0f0781c8,H5,NN - bad quality samples,-1,2026-08-31T02:41:48Z
Partnership-BasicNotrump,20,W,98e85c8d7dea2459,H8,NN - bad quality samples,-1,2026-08-31T02:41:49Z
Partnership-BasicNotrump,21,E,ff0149302fbca3bf,C6,Simulation (make/set DD),0.8276,2026-08-31T02:41:53Z
Partnership-BasicNotrump,22,W,8b275810cc36d1cf,CQ,Simulation (make/set DD),0.8648,2026-08-31T02:42:01Z
Partnership-BasicNotrump,23,E,8deafd764e225c3d,H6,NN - bad quality samples,-1,2026-08-31T02:42:02Z
Partnership-BasicNotrump,24,E,43c2f548cd78f3a0,H5,Simulation (make/set DD),0.9141,2026-08-31T02:42:07Z
Partnership-Blackwood,1,E,36b02676084eb57e,DQ,Simulation (make/set DD),0.7566,2026-08-31T02:42:10Z
Partnership-Blackwood,2,E,edfabdea290edbc3,CA,Simulation (make/set DD),0.5624,2026-08-31T02:42:12Z
Partnership-Blackwood,3,E,a23ddce36e5562ab,S4,Simulation (make/set DD),0.7488,2026-08-31T02:42:15Z
Partnership-Blackwood,4,E,0cd3892bcd778101,CQ,Simulation (make/set DD),0.7262,2026-08-31T02:42:18Z
Partnership-Blackwood,5,W,9f2efbec21ab952c,DA,Simulation (make/set DD),0.7199,2026-08-31T02:42:21Z
Partnership-Blackwood,6,E,09ccfff9b7c30ed4,H5,Simulation (make/set DD),0.5771,2026-08-31T02:42:23Z
Partnership-Blackwood,7,W,69bf6e042715640e,D5,Simulation (make/set DD),0.5373,2026-08-31T02:42:25Z
Partnership-Blackwood,8,E,764ed3db57934a27,D4,NN - bad quality samples,-1,2026-08-31T02:42:28Z
Partnership-Blackwood,9,E,7e8ea36563cac566,DJ,NN - bad quality samples,-1,2026-08-31T02:42:29Z
Partnership-Blackwood,10,W,0e8b1d677dbb90d1,C7,NN - bad quality samples,-1,2026-08-31T02:42:31Z
Partnership-Blackwood,11,E,11241db0ed2da143,CT,Simulation (make/set DD),0.7857,2026-08-31T02:42:33Z
Partnership-Blackwood,12,W,811c357a38b5cf6e,H5,Simulation (make/set DD),0.1898,2026-08-31T02:42:35Z
Partnership-Blackwood,13,E,bb9c7f653ef92803,CQ,Simulation (make/set DD),0.4825,2026-08-31T02:42:38Z
Partnership-Blackwood,14,W,1be0e1a9fa1a9998,H9,Simulation (make/set DD),0.5984,2026-08-31T02:42:40Z
Partnership-Blackwood,15,E,573f5a5f14ee0bc4,H4,NN - bad quality samples,-1,2026-08-31T02:42:41Z
Partnership-Blackwood,16,W,e2be1e196d49da44,S5,Simulation (make/set DD),0.644,2026-08-31T02:42:42Z
Partnership-Blackwood,17,E,53e9dcc1b8f139a2,SQ,NN - bad quality samples,-1,2026-08-31T02:42:46Z
Partnership-Blackwood,18,E,39589a41227bd8ee,ST,Simulation (make/set DD),0.5195,2026-08-31T02:42:49Z
Partnership-Blackwood,19,E,2e8635f7a3a81fd7,C7,Simulation (make/set DD),0.5271,2026-08-31T02:42:52Z
Partnership-Blackwood,20,E,b7490f497c217517,CK,Simulation (make/set DD),0.7596,2026-08-31T02:42:55Z
Partnership-Blackwood,21,W,d4dcbc28e3b3684e,SQ,Simulation (make/set DD),0.5075,2026-08-31T02:42:57Z
Partnership-Blackwood,22,W,5cd40b5b22aa8b5f,C2,Simulation (make/set DD),0.7167,2026-08-31T02:42:58Z
Partnership-Blackwood,23,E,ab5c7e6cdcb4b029,ST,NN - bad quality samples,-1,2026-08-31T02:43:00Z
Partnership-Blackwood,24,E,1cda1cda3ce1c5cc,H8,Simulation (make/set DD),0.5402,2026-08-31T02:43:03Z
Partnership-Jacoby2NT,1,E,9e5e22acfacb32ae,CK,Simulation (make/set DD),0.8218,2026-08-31T02:43:05Z
Partnership-Jacoby2NT,2,W,bcaa8cd4c1affb60,D4,Simulation (make/set DD),0.7898,2026-08-31T02:43:08Z
Partnership-Jacoby2NT,3,E,ce678f2a9f694ded,CK,Simulation (make/set DD),0.7192,2026-08-31T02:43:09Z
Partnership-Jacoby2NT,4,W,2a61eefaacf5b280,DA,Simulation (make/set DD),0.5818,2026-08-31T02:43:11Z
Partnership-Jacoby2NT,5,W,3f3739c180ee06d4,H2,Simulation (make/set DD),0.5585,2026-08-31T02:43:15Z
Partnership-Jacoby2NT,6,W,40950c76fa58df75,D5,Simulation (make/set DD),0.7088,2026-08-31T02:43:17Z
Partnership-Jacoby2NT,7,E,3624d737479c8c64,CA,Simulation (make/set DD),0.6566,2026-08-31T02:43:19Z
Partnership-Jacoby2NT,8,W,2bb834f96c9c7769,CT,Simulation (make/set DD),0.8171,2026-08-31T02:43:23Z
Partnership-Jacoby2NT,9,E,b2f7bea8737b63a7,D2,Simulation (make/set DD),0.7694,2026-08-31T02:43:28Z
Partnership-Jacoby2NT,10,W,d0d76ee832f1bf2d,C4,Simulation (make/set DD),0.7513,2026-08-31T02:43:30Z
Partnership-Jacoby2NT,11,E,30739d3185142280,CK,Simulation (make/set DD),0.5094,2026-08-31T02:43:33Z
Partnership-Jacoby2NT,12,W,e5912e59ef035aab,DA,Simulation (make/set DD),0.6303,2026-08-31T02:43:37Z
Partnership-Jacoby2NT,13,E,1d67352013a8285a,H6,Simulation (make/set DD),0.722,2026-08-31T02:43:40Z
Partnership-Jacoby2NT,14,E,2a8c08e3625a980d,H2,Simulation (make/set DD),0.6804,2026-08-31T02:43:44Z
Partnership-Jacoby2NT,15,E,1451d59695f53503,D9,Simulation (make/set DD),0.8238,2026-08-31T02:43:46Z
Partnership-Jacoby2NT,16,W,74ea64a7989da695,D4,Simulation (make/set DD),0.6108,2026-08-31T02:43:49Z
Partnership-Jacoby2NT,17,E,20f96507fd50500c,S7,Simulation (make/set DD),0.6509,2026-08-31T02:43:51Z
Partnership-Jacoby2NT,18,W,ea70723d33f4dcd2,H2,Simulation (make/set DD),0.7621,2026-08-31T02:43:56Z
Partnership-Jacoby2NT,19,E,67bc98ef37b63d30,H3,Simulation (make/set DD),0.6935,2026-08-31T02:43:58Z
Partnership-Jacoby2NT,20,W,206e1631317e2b73,DK,Simulation (make/set DD),0.6241,2026-08-31T02:44:01Z
Partnership-Jacoby2NT,21,W,c6121190a9262d39,CK,Simulation (make/set DD),0.5809,2026-08-31T02:44:02Z
Partnership-Jacoby2NT,22,W,6ac37e8b94428e63,HK,Simulation (make/set DD),0.653,2026-08-31T02:44:04Z
Partnership-Jacoby2NT,23,E,3b7ef2d4d5e2dfd5,D2,NN - bad quality samples,-1,2026-08-31T02:44:06Z
Partnership-Jacoby2NT,24,W,697430f21aa167c6,DT,Simulation (make/set DD),0.5929,2026-08-31T02:44:09Z
Partnership-NegativeDoubles,1,E,a8afb8dcc391d5b0,S3,Simulation (make/set DD),0.5345,2026-08-31T02:44:11Z
Partnership-NegativeDoubles,2,W,51b54c316fd31528,SJ,Simulation (make/set DD),0.7981,2026-08-31T02:44:14Z
Partnership-NegativeDoubles,3,W,7ee3f27d000145f8,DK,Simulation (make/set DD),0.8055,2026-08-31T02:44:16Z
Partnership-NegativeDoubles,4,W,c926d68fb7beed6c,C2,Simulation (make/set DD),0.6053,2026-08-31T02:44:18Z
Partnership-NegativeDoubles,5,E,c1a5b02d106d43bf,D3,Simulation (make/set DD),0.7671,2026-08-31T02:44:20Z
Partnership-NegativeDoubles,6,W,a9b6382b23c2e713,C5,Simulation (make/set DD),0.454,2026-08-31T02:44:23Z
Partnership-NegativeDoubles,7,E,d21651e492684d6f,HK,Simulation (make/set DD),0.7912,2026-08-31T02:44:26Z
Partnership-NegativeDoubles,8,E,007f476a203e5687,C5,Simulation (make/set DD),0.8252,2026-08-31T02:44:31Z
Partnership-NegativeDoubles,9,E,355787fc9ce0de37,SK,Simulation (make/set DD),0.8051,2026-08-31T02:44:34Z
Partnership-NegativeDoubles,10,W,fad3a0fc2f887de9,HJ,Simulation (make/set DD),0.7373,2026-08-31T02:44:35Z
Partnership-NegativeDoubles,11,W,9c95d43068dd1e9c,HQ,Simulation (make/set DD),0.7767,2026-08-31T02:44:37Z
Partnership-NegativeDoubles,12,W,43050ea1c5272ca9,C5,Simulation (make/set DD),0.7386,2026-08-31T02:44:41Z
Partnership-NegativeDoubles,13,E,345f82835a6eb718,H4,Simulation (make/set DD),0.8162,2026-08-31T02:44:49Z
Partnership-NegativeDoubles,14,E,eb00bf683d8009fc,DQ,Simulation (make/set DD),0.7905,2026-08-31T02:44:51Z
Partnership-NegativeDoubles,15,E,74f08dd034e25fc0,CJ,Simulation (make/set DD),0.7969,2026-08-31T02:44:54Z
Partnership-NegativeDoubles,16,W,3b355160d0bb96a8,D4,Simulation (make/set DD),0.4672,2026-08-31T02:44:56Z
Partnership-NegativeDoubles,17,E,a208941bc3180778,D4,Simulation (make/set DD),0.7336,2026-08-31T02:44:57Z
Partnership-NegativeDoubles,18,W,2eecc08cb23c666d,C3,Simulation (make/set DD),0.7422,2026-08-31T02:45:13Z
Partnership-NegativeDoubles,19,E,7fc2ba4bf762d43f,DQ,Simulation (make/set DD),0.7325,2026-08-31T02:45:16Z
